1.8,1.82,2.18,1.74,1.9,1.54,1.08
1.66,1.9,1.84,1.96,1.86,1.66,1.18
1.42,1.66,1.98,1.76,1.88,1.44,0.8
1.44,1.98,1.9,2.28,1.76,1.86,1.22
1.68,1.9,1.84,1.9,1.62,1.6,1.14
1.58,2.04,1.84,2.06,1.8,1.72,1.2
1.54,2.04,1.92,2.28,2,1.64,0.9
1.64,2,1.72,2.12,1.98,1.74,1.1
1.86,2.04,1.84,2.12,1.84,1.68,0.98
1.64,1.82,2.1,2.42,1.82,1.76,0.92
