1.48,1.56,1.4,1.5,1.18
1.56,1.48,1.34,1.28,1.26
1.56,1.42,1.28,1.26,1.46
1.8,1.54,1.62,1.24,1.28
1.7,1.56,1.6,1.52,1.32
1.58,1.58,1.82,1.6,1.28
1.66,1.6,1.44,1.7,1.48
1.58,1.68,1.68,1.56,1.28
1.6,1.54,1.92,1.5,1.1
1.94,1.8,1.42,1.7,1.28
